category,subcategory,product_name,price
Fishing,Fishing Line,Sea Faith Nylon Fishing Line 1.38mm 110lb,35.00
Fishing,Fishing Line,Sea Faith Nylon Fishing Line 1.22mm 110lb,29.00
Fishing,Fishing Line,Sea Faith Nylon Fishing Line 1.62mm 110lb,50.00
Fishing,Fishing Line,Challenge Premium Fishing Line 0.80mm 80lb,30.00
Fishing,Sinkers & Weights,3oz Round Sinker Weight,8.00
Fishing,Sinkers & Weights,2oz Round Sinker Weight,6.00
Fishing,Sinkers & Weights,3oz Pyramid Sinker Weight,8.00
Fishing,Sinkers & Weights,2oz Pyramid Sinker Weight,6.00
Fishing,Sinkers & Weights,1oz Pyramid Sinker Weight,4.00
Kitchen,Kitchen Utensils,Liso 4pcs Stainless Steel Stock Pots,299.00
Kitchen,Kitchen Appliances,Black & Decker Slow Cooker 7Qrt,375.00
Kitchen,Kitchen Appliances,Black & Decker Durapro Colors Blender 550W,395.00
Kitchen,Kitchen Utensils,T-Fal Initiatives 10Pc Cookware Set,795.00
Kitchen,Kitchen Appliances,Hamilton Beach Hot Air Popcorn Popper,275.00
Kitchen,Kitchen Utensils,Kitchen Classic 16pc Glass Food Storage Containers,249.00
Kitchen,Kitchen Appliances,Lotus 4 Burner Gas Stove w/ Lid,350.00
Kitchen,Kitchen Appliances,Hamilton Beach Food Processor 8 Cup,450.00
Kitchen,Kitchen Utensils,Gibson Home 7 Piece Cookware Set,299.00
Kitchen,Kitchen Appliances,Hamiltion Beach Cool Touch Deep Fryer,575.00
Kitchen,Kitchen Appliances,Black & Decker Natural Convection Oven,395.00
Garden,Sprayers,Truper Professional Sprayer 7L,170.00
Household,Storage,Tension Corner Caddy,250.00
Household,Bins,RoughNeck Plastic Bin 31Gal,350.00
Automotive,Automotive Fluids,Heavy Duty Purple Blaster 1Gal,99.00
Garden,Sprayers,Pressure Spraying Can 20L,275.00
Outdoors,Pressure Washers,Emtop High Pressure Washer,925.00
Household,Cleaning,1Gal Dishwashing Liquid,49.00
Automotive,Automotive Fluids,1Gal Green Cool Coolant,25.00
Automotive,Automotive Fluids,1 Gal Abro WindShield Washer,55.00
Household,Storage,Rimax 3 Tier Square Table,150.00
Household,Storage,Rimax 3 Tier Corner Shelf,140.00
Kitchen,,Pineapple Corer and Slicer,60.00
Household,Cleaning,Toilet Gel Disc,20.00
Household,Cleaning,Hanging Toilet Bowl Freshener,15.00
Household,Cleaning,Liao Spray Window Cleaner,45.00
Household,Cleaning,Eternal Wooden Broom,42.00
Household,Storage,Q-Plast Storage Container Blue,28
Household,Storage,Q-Plast Storage Container Yellow,28
Household,Cleaning,60 Sheets Lint Roller,12.00
Kitchen,,Florina Plastic Dishrack,75.00
Household,,Diesel Tools Clothes Hook,85.00
Household,Cleaning,Virutex Broom,28.00
Household,Cleaning,Virutex Broom,24.00
Household,Storage,20L Plastic Tub,35.00
Household,Bins,3G Sterilite Slim Bin,50.00
Household,Bins,Plastic Flip Lid Bin,35.00
Household,Clocks,Rustic Bedside Clock,80.00
Outdoors,,Outdoor Camping Chair,120.00
Household,Storage,Bamboo Corner Bathroom Shelf,95.00
Kitchen,,Dish Drying Mat Blue,35
Kitchen,,Dish Drying Mat Grey,35
Kitchen,,Dish Drying Mat Floral,35
Household,Pets,900ml Pet Bowl,60.00
Kitchen,Cook Wear,Wooden Cutting Board,75.00
Household,Storage,Rimax Shower Corner Shelf,44.00
Outdoors,Coolers,Coleman Marine Chest Cooler,525.00
Household,Cleaning,Condor Cobweb Broom,65.00
Household,Cleaning,Cobweb Broom 30″-56″,30.00
Household,Cleaning,Extendable Cobweb Broom 38″-69″,45.00
Household,Cleaning,Eterna Brown Hard Broom,70.00
Household,Storage,Pricewear Hipster Laundry Basket,45.00
Kitchen,Cook Wear,"Baking Tray 14""",32
Kitchen,Cook Wear,"Baking Tray 15""",32
Kitchen,Cook Wear,"Baking Tray 17""",38
Kitchen,Cook Wear,15″ Roasting Pan,125.00
Household,Storage,Ezy Storage Basin 19″,59.00
Household,Bins,Ratan Plasticware Swing top Tidy Bin,160.00
Household,Bins,Swing Top Plastic Bin,125.00
Household,Bins,Swing Top Coffee Bin,125.00
Safety,Road Safety,High Visibility Traffic Cone,125.00
Outdoors,Coolers,White Styrofoam Cooler 15lb,48
Outdoors,Coolers,White Styrofoam Cooler 20lb,68
Garden,Plant Pots,12″ Highlight Plastic Plant Pot Yellow,25
Garden,Plant Pots,12″ Highlight Plastic Plant Pot Black,25
Household,Bins,Ozer 50Lt. Metallic Pedal Bin,375.00
Garden,Plant Pots,12″ Hot Pepper Red Plant Pot,95.00
Garden,Plant Pots,12″ Vivo Series Plant Pot Hot Pink,75.00
Garden,Plant Pots,16″ Vivo Series Plant Pot,185.00
Household,Cleaning,13″ Metal Mop Bucket,85.00
Household,Cleaning,13″ Metal Mop Bucket With Wheels,125.00
Outdoors,Coolers,45lb Styrofoam Cooler,90.00
Garden,Plant Pots,12″ Hanging Plant Pot,45.00
Garden,Plant Pots,10″ Patio Green Plant Pot,40.00
Garden,Plant Pots,12″ Weave Hanging Basket,45.00
Garden,Plant Pots,16″ Cylindro Series Plant Pot,275.00
Garden,Plant Pots,13″ Family Corner Plastic Plant Pot,45.00
Garden,Plant Pots,14″ Cylindro Series Plant Pot,275.00
Garden,,Black Heavy Duty Plastic Pot,26.00
Outdoors,Coolers,Coleman Chest Cooler 30 Quarts,425.00
Garden,,Chicken Feeder Bucket 1Gallon,49.00
Outdoors,Coolers,IceBerg Insulated Jug 3pc,165.00
Paint,Spray Paints,White Krylon Dual Paint And Primer,35.00
Paint,Spray Paints,Black Krylon Dual Paint And Primer,35.00
Paint,Spray Paints,White Vaslee Paint,30.00
Paint,Spray Paints,Black Veslee Paint,30.00
Paint,Spray Paints,Black Double Coverage Paint And Primer,45.00
Paint,Spray Paints,White Harris Hard Epoxy Emanel Appliance,58.00
Paint,Spray Paints,Black Harris Hard Epoxy Emanel Appliance,58.00
Paint,Spray Paints,Valspra Radiant Metal Devine Color Gold,45.00
Paint,Abro Spray Paint,Abro Paint Remover,32.00
Electrical,Power Strips,Volteck 600J Heavy Duty Surge Suppressor,95.00
Electrical,Power Strips,Volteck 450J Heavy Duty Surge Suppressor,75.00
Electrical,Power Strips,Strata 3-Outlet 100ft Extension Cord,400.00
Electrical,Power Strips,Volteck 16AWG Home & Office Power Strip,38.00
Electrical,Power Strips,Volteck Industrial Surge suppressor 6 Outlet,120.00
Electrical,Extension Chord,Heavy Duty Outdoors/Indoors Extension Cord 6ft,40
Electrical,Extension Chord,Heavy Duty Outdoors/Indoors Extension Cord 12ft,70
Electrical,Extension Chord,Heavy Duty Outdoors/Indoors Extension Cord 50ft,220
Electrical,Extension Chord,Heavy Duty Outdoors/Indoors Extension Cord 75ft,245
Electrical,Extension Chord,RoomLocks Household Extension Cord 9ft,30
Electrical,Extension Chord,RoomLocks Household Extension Cord 12ft,40
Electrical,Extension Chord,RoomLocks Household Extension Cord 15ft,48
Electrical,Extension Chord,RoomLocks Household Extension Cord 20ft,60
Electrical,Extension Chord,RoomLocks Household Extension Cord 25ft,72
Electrical,Extension Chord,Heavy Duty Outdoor Extension Cord 12ft,99
Electrical,Extension Chord,Heavy Duty Outdoor Extension Cord 25ft,190
Electrical,Extension Chord,Volteck Industrial Extension Cord 15M,275
Electrical,Extension Chord,Volteck Industrial Extension Cord 30M,425
Electrical,Power Strips,Volteck Industrial Surge suppressor 1200J,145.00
Lumber,Wood Filler,Ever Build Multi-Purpose Wood Filler,45.00
Lumber,Wood Filler,Zar Patch Wood Filler 89ml Red Oak,35
Lumber,Wood Filler,Zar Patch Wood Filler 89ml Golden Oak,35
Adhesives,,Lanco Super Nail Construction Adhesive,55.00
Adhesives,Silicone,Abro 600 Acrylic Latex with Silicone,30.00
Adhesives,Silicone,"DAP Window, Door & Siding Silicone",55.00
Adhesives,Caulk,Red Devil Painters Caulk,25.00
Safety,Safety Tape,Danger Tape 1000ft,50.00
Safety,Safety Tape,Caution Tape 1000ft,50.00
Safety,Face Protection,Total Plastic Face Shield,75.00
Safety,Face Protection,Inferno Plastic Face Shield,75.00
Safety,Face Protection,Inferno Meshed Face Shield,75.00
Safety,Face Protection,Dark Safety Glasses,15.00
Safety,Face Protection,Truper Clear Safety Glasses,20.00
Safety,Fire Extinguishers,Bodyguard Series Fire Extinguisher 5LB,225.00
Safety,Fire Extinguishers,Bodyguard Series Fire Extinguisher 10LB,395.00
Plumbing,Water Filters,10″ Pure Polypropylene Filter,40.00
Plumbing,Water Filters,10″ Pleated Cellulose Filter,40.00
Plumbing,Water Filters,10″ Granule Carbon Filter,40.00
Plumbing,Water Filters,10″ Clear Water Filter ¾” Plastic Fittings,140.00
Plumbing,Water Filters,10″ Opaque Water Filter ¾” Fittings,175.00
Plumbing,Water Filters,10″ Clear Water Filter ¾” Fittings,175.00
Plumbing,Water Filters,10″ Clear Water Filter ½” Fittings,135.00
Kitchen,Floor Mats,40cm x 60cm Soft Kitchen Floor Mats Vino,65
Kitchen,Floor Mats,40cm x 60cm Soft Kitchen Floor Mats Pizza,65
Kitchen,Floor Mats,40cm x 60cm Soft Kitchen Floor Mats Chefs,65
Kitchen,Floor Mats,40cm x 60cm Mandala Semi-Circular Floor Mat Blue/Green,48
Kitchen,Floor Mats,40cm x 60cm Mandala Semi-Circular Floor Mat Purple/Yellow,48
Kitchen,Floor Mats,40cm x 60cm Mandala Semi-Circular Floor Mat Black/White,48
Kitchen,Floor Mats,40cm x 60cm Mandala Semi-Circular Floor Mat Pink/White,48
Kitchen,Floor Mats,40cm x 60cm Mandala Semi-Circular Floor Mat Blue/Gold,48
Kitchen,Floor Mats,50cm x 80cm Striped Floor Mat Light,50
Kitchen,Floor Mats,50cm x 80cm Striped Floor Mat Dark,50
Kitchen,Floor Mats,50cm x 75cm Outdoor Floor Mat Red,90
Kitchen,Floor Mats,50cm x 75cm Outdoor Floor Mat Green,90
Kitchen,Floor Mats,50cm x 80cm Fluff Floor Mat,50.00
Kitchen,Floor Mats,60cm x 90cm Tough Floor Mat,125.00
Kitchen,Floor Mats,45cm x 75cm Tough Rubber Floor Mat,75.00
Kitchen,Floor Mats,50cm x 80cm Semi Circular Coffee Mat Brown,48
Kitchen,Floor Mats,50cm x 80cm Semi Circular Coffee Mat Red,48
Kitchen,Floor Mats,50cm x 80cm Half Rounded Floor Mat Blue,45
Kitchen,Floor Mats,50cm x 80cm Half Rounded Floor Mat Red,45
Kitchen,Floor Mats,50cm x 80cm Half Rounded Floor Mat Orange,45
Kitchen,Floor Mats,50cm x 80cm Half Rounded Floor Mat Green,45
Kitchen,Floor Mats,60cm x 80cm Swirly Floor Mats Cinnamon Swirl,70
Kitchen,Floor Mats,60cm x 80cm Swirly Floor Mats Blue Twist,70
Kitchen,Floor Mats,60cm x 80cm Swirly Floor Mats Contrasting Circles,70
Adhesives,Wood Glue,Gorilla Wood Glue 118ml,35.00
Adhesives,Wood Glue,Evo-Stik Wood Glue Adhesive 125ml,22
Adhesives,Wood Glue,Evo-Stik Wood Glue Adhesive 250ml,32
Adhesives,Wood Glue,Evo-Stik Wood Glue Adhesive 1litre,80
Adhesives,Tapes,1″ General Purpose Masking Tape,23.00
Adhesives,Tapes,Highpower 1½” Masking Tape,24.00
Adhesives,Tapes,Abro 2″ Premium Foil Tape,50.00
Adhesives,Tapes,Abro 2″ Duct Tape,65.00
Adhesives,Tapes,Abro 2″ Masking Tape,45.00
Adhesives,Tapes,Abro 2″ Brown Packaging Tape,15.00
Adhesives,Tapes,G-Workx 1″ Blue Painters Masking Tape,35.00
Adhesives,Tapes,Highpower Anti-Slip Tape 50mm x 5m,65.00
Adhesives,Tapes,Duct Tape 1.88″ x 10 yrds,20.00
Adhesives,Tapes,Easy Mesh Fiberglass Mesh Tape 2″ x 300′,70.00
Adhesives,Tapes,EuroBrand 50mm Flashing Strip 3m,33
Adhesives,Tapes,EuroBrand 50mm Flashing Strip 10m,69
Adhesives,Tapes,Evo-Stik Flashband 100mm x 10m,140.00
Adhesives,Tapes,Panel Rey 2″ Gypsum Drywall Joint Tape,90.00
Adhesives,Tapes,Mega Quality 1″ Masking Tape,11.00
Adhesives,Tapes,Scotch 233+ ¾” Green Painters Tape,24.00
Adhesives,Tapes,Security ¾” x 46yrd Painters Tape,20.00
Adhesives,Tapes,Sellotape 2″ x 40yrd Brown Packaging Tape,20.00
Adhesives,Tapes,Tolsen 4.8cm x 30M Clear Tape,12.00
Adhesives,Glue,Evo-Stik Impact Adhesive,13.00
Adhesives,PVC Glue,Century Eslon 203 Pool Pro Combo PVC Cement 118ml,22
Adhesives,PVC Glue,Century Eslon 203 Pool Pro Combo PVC Cement 237ml,32
Adhesives,PVC Glue,Christle PVC Glue Solvent Cement 30ml,18
Adhesives,PVC Glue,Christle PVC Glue Solvent Cement 65ml,24
Adhesives,PVC Glue,Christle PVC Glue Solvent Cement 125ml,35
Adhesives,PVC Glue,Christle PVC Glue Solvent Cement 250ml,45
Adhesives,PVC Glue,Christle PVC Glue Solvent Cement 500ml,85
Plumbing,,PTFE Thread Seal Tape,6.00
Plumbing,,Newell PTFE Thread Seal Tape,8.00
Plumbing,,Hippo Brand PTFE Thread Seal Tape,5.00
Tools,Forks,Skyer Hay Fork,120.00
Tools,Forks,Banjo Heavy Duty Fork,320.00
Tools,Forks,Bulldog Heavy Duty Bolted Fork,350.00
Tools,Forks,Bulldog Heavy Duty Welded Fork,350.00
Tools,Hoes,Skyer 6″ Hoe With 52″ Handle,99.00
Tools,Hoes,Ramada 10″ Hoe With 50″ Imacasa Handle,130.00
Tools,Hoes,Tramontina 8″ Hoe With 50″ Handle,165.00
Tools,Hoes,Truper 7″ Hoe With 54″ Handle,120.00
Tools,Picks,Imacasa 7lb Pickaxe,148.00
Tools,Picks,7lb Mattock,220.00
Tools,Rakes,Truper 17″ Rake With 60″ Handle,135.00
Tools,Rakes,Skyer 14″ Rake With 48″ Handle,120.00
Tools,Shovels & Spades,Black Spade,70.00
Tools,Shovels & Spades,Bulldog Industrial Shovel,350.00
Tools,Shovels & Spades,Black Shovel,60.00
Tools,Shovels & Spades,Imacasa Classic Spade,110.00
Tools,Shovels & Spades,Imacasa Luchet With Long 52″ Wooden Handle,130.00
Tools,Shovels & Spades,Tramontina Shovel With Wood Handle,120.00
Tools,Shovels & Spades,Tramontina All Steel Luchet,195.00
Tools,Shovels & Spades,5″ x 10″ Spade With Long Wooden 52″ Handle,145.00
Doors,,36″ Wood Kitchen Half Doors,825.00
Doors,,32″ Wood Kitchen Half Doors,825.00
Doors,,32″ Steel Panel Door,850.00
Doors,,32″ Wood Panel Door,650.00
Doors,,36″ Wood Panel Door,650.00
Steel,Purlins,2″x4″ Z-Purlin 1.2g,185
Steel,Purlins,2″x4″ Z-Purlin 1.5g,235
Steel,Purlins,2″x8″ C-Purlin 1.5g,350
Steel,Purlins,2″x4″ C-Purlin 1.2g,185
Steel,Purlins,2″x4″ C-Purlin 1.5g,235
Plumbing,Water Heaters,Stiebel Eltron Tankless Electric Water Heater With Advanced Electronic Control,"2,695.00"
Plumbing,Pumps,Truper 1/2HP Submersible Pump,895.00
Plumbing,Pumps,LEO 0.8HP Water Pump,"1,695.00"
Plumbing,Pumps,LEO 0.8HP Water Pump,"1,695.00"
Plumbing,Pumps,LEO 0.6HP Water Pump,"1,495.00"
Plumbing,Pumps,Pentax 0.6HP Water Pump,"1,795.00"
Plumbing,Pumps,Pentax 0.5HP Water Pump,"1,050.00"
Plumbing,Pumps,Ingco 0.5HP Water Pump,495.00
Plumbing,Pumps,Total Automatic Pump Control Smart Head 10Bar,350.00
Plumbing,Pumps,Total Automatic Pump Control Smart Head 10Bar,395.00
Plumbing,Pumps,Haitun Automatic Pump Control Smart Head,475.00
Plumbing,Pumps,Pump Pressure Switch Male,99
Plumbing,Pumps,Pump Pressure Switch Female,99
Plumbing,Pumps,Water Worker 4 Gal Well Tank Pressure Vessel,675.00
Plumbing,Pumps,Water Worker 2 Gal Well Tank Pressure Vessel,620.00
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 4ft,84
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 5ft,105
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 6ft,126
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 7ft,147
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 8ft,168
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 9ft,189
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 10ft,210
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 11ft,231
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 12ft,252
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 13ft,273
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 14ft,294
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 15ft,315
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 16ft,336
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 17ft,357
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 18ft,378
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 19ft,399
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 20ft,420
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 21ft,441
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 22ft,462
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 23ft,483
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 24ft,504
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 25ft,525
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 26ft,546
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 27ft,567
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 28ft,588
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 29ft,609
Roofing,Galvanize Sheets,Galvanized Sheet 26G Regular Corrugation 30ft,630
Steel,Hollow Section,¾” x ¾” Rectangular Hollow Section RHS,105.00
Steel,Hollow Section,1″ x 1″ Rectangular Hollow Section RHS,130.00
Steel,Hollow Section,2″ x 1″ Rectangular Hollow Section RHS,199.00
Steel,Hollow Section,2″ x 2″ Rectangular Hollow Section RHS,280.00
Steel,Hollow Section,2″ x 2″ Zinc Rectangular Hollow Section RHS,400.00
Steel,Flat Steel,"Flat Steel ¾” 3/16""",80
Steel,Flat Steel,"Flat Steel ¾” 1/4""",125
Steel,Flat Steel,"Flat Steel 1″ 3/16""",90
Steel,Flat Steel,"Flat Steel 1″ 1/4""",135
Steel,Flat Steel,"Flat Steel 1½” 1/8""",90
Steel,Flat Steel,"Flat Steel 1½” 3/16""",105
Steel,Flat Steel,"Flat Steel 1½” 1/4""",160
Steel,Flat Steel,"Flat Steel 2″ 1/8""",120
Steel,Flat Steel,"Flat Steel 2″ 3/16""",170
Steel,Flat Steel,"Flat Steel 2″ 1/4""",205
Steel,Angle Iron,"Angle Iron 1″ x 1″ 1/8""",225
Steel,Angle Iron,"Angle Iron 1″ x 1″ 3/16""",300
Steel,Angle Iron,"Angle Iron 1″ x 1″ 1/4""",375
Steel,Angle Iron,"Angle Iron 2″ x 2″ 1/4""",375
Steel,Angle Iron,"Angle Iron 2″ x 2″ 1/8""",225
Steel,Angle Iron,"Angle Iron 1½” x 1½” 1/8""",199
Steel,Angle Iron,"Angle Iron 1½” x 1½” 3/16""",250
Steel,Hollow Section,Hollow T Window Profile,160.00
Steel,Hollow Section,Hollow L Window Profile,160.00
Steel,Hollow Section,Hollow Z Window Profile,160.00
Electrical,Outlet,Volteck Triple Outlet Tap Adapter,12.00
Electrical,Outlet,Volteck Swivel Outlet Tap Adapter,15.00
Electrical,Outlet,Volteck F-Shaped Outlet Tap Adapter,15.00
Electrical,Outlet,Volteck Surface Duplex Outlet,15.00
Electrical,Outlet,Surface Dryer Power Receptacle 30A,50.00
Electrical,Outlet,Powest Refrimatic Automatic Voltage Protector,199.00
Electrical,Outlet,Powest Airmatic Automatic Voltage Protector,225.00
Electrical,Outlet,Pass & Seymour Dryer Receptacle 30A,55.00
Electrical,,Hunter 6pc Outlet Protector Set,15.00
Electrical,Outlet,GFCI Self Testing Safety Outlet,90.00
Electrical,Outlet,GFCI Self Testing Safety Outlet,90.00
Electrical,Outlet,GFCI Self Testing Safety Outlet,90.00
Electrical,Plugs,Fimex 30/50A Angled 3 Pin Heavy Male Plug,48.00
Electrical,Switches,Eaton Vertical Switch,99.00
Electrical,Switches,Socket Switch 1 Gang 5A,60.00
Electrical,Switches,Socket Switch 1 Gang 13A,60.00
Electrical,Switches,Surface Single Switch,12.00
Electrical,Switches,Single Light Switch Module,12.00
Electrical,Switches,2×4 Doorbell Switch Cover Plate,18.00
Electrical,Switches,2×4 Switch Cover Plate 3 Gang,24.00
Electrical,Switches,2×4 Switch Cover Plate 1 Gang,33.00
Electrical,Electrical Fittings,PVC 4″ Round Electrical Can Blank Cover Plate,4.00
Electrical,Electrical Fittings,PVC 4″x4″ Electrical Can Blank Cover Plate,4.00
Plumbing,Union,"PVC Unions ½""",8
Plumbing,Union,"PVC Unions ¾""",10
Plumbing,Union,"PVC Unions 1""",15
Plumbing,Union,"PVC Unions 1½""",30
Plumbing,Union,"PVC Unions 2""",45
Plumbing,Union,"PVC Unions 3""",90
Plumbing,Union,"PVC Unions 4""",150
Plumbing,PVC Clamp,"PVC Clamps ½""",1
Plumbing,PVC Clamp,"PVC Clamps ¾""",1.5
Plumbing,PVC Clamp,"PVC Clamps 1""",2
Plumbing,PVC Clamp,"PVC Clamps 1½""",3
Plumbing,PVC Clamp,"PVC Clamps 2""",4
Plumbing,PVC Clamp,"PVC Clamps 3""",6
Plumbing,PVC Clamp,"PVC Clamps 4""",6
Plumbing,Male & Females,"PVC Female ½""",2
Plumbing,Male & Females,"PVC Female ¾""",2
Plumbing,Male & Females,"PVC Female 1""",4
Plumbing,Male & Females,"PVC Female 1½""",6
Plumbing,Male & Females,"PVC Female 2""",7
Plumbing,Male & Females,"PVC Female 3""",24
Plumbing,Male & Females,"PVC Female 4""",40
Plumbing,Male & Females,"PVC Male ½""",2
Plumbing,Male & Females,"PVC Male ¾""",2
Plumbing,Male & Females,"PVC Male 1""",4
Plumbing,Male & Females,"PVC Male 1½""",6
Plumbing,Male & Females,"PVC Male 2""",7
Plumbing,Male & Females,"PVC Male 3""",20
Plumbing,Male & Females,"PVC Male 4""",35
Plumbing,Stop End Cap,"PVC Stop End Caps ½""",2
Plumbing,Stop End Cap,"PVC Stop End Caps ¾""",2
Plumbing,Stop End Cap,"PVC Stop End Caps 1""",3
Plumbing,Stop End Cap,"PVC Stop End Caps 1½""",6
Plumbing,Stop End Cap,"PVC Stop End Caps 2""",7
Plumbing,Stop End Cap,"PVC Stop End Caps 3""",9
Plumbing,Stop End Cap,"PVC Stop End Caps 4""",10
Plumbing,Stop End Cap,"PVC Stop End Caps 4"" Sch40",22
Plumbing,Collars,"PVC Collars ½""",2
Plumbing,Collars,"PVC Collars ¾""",2
Plumbing,Collars,"PVC Collars 1""",3
Plumbing,Collars,"PVC Collars 1½""",6
Plumbing,Collars,"PVC Collars 2""",7
Plumbing,Collars,"PVC Collars 3""",15
Plumbing,Collars,"PVC Collars 4""",18
Plumbing,Tees,"PVC Tees ½""",2
Plumbing,Tees,"PVC Tees ¾""",3
Plumbing,Tees,"PVC Tees 1""",5
Plumbing,Tees,"PVC Tees 1½""",7
Plumbing,Tees,"PVC Tees 2""",9
Plumbing,Tees,"PVC Tees 3""",30
Plumbing,Tees,"PVC Tees 4""",30
Plumbing,PVC Elbows,"PVC 45° Elbows ½""",2
Plumbing,PVC Elbows,"PVC 45° Elbows ¾""",3
Plumbing,PVC Elbows,"PVC 45° Elbows 1""",4
Plumbing,PVC Elbows,"PVC 45° Elbows 1½""",6
Plumbing,PVC Elbows,"PVC 45° Elbows 2""",7
Plumbing,PVC Elbows,"PVC 45° Elbows 3"" Sch40",30
Plumbing,PVC Elbows,"PVC 45° Elbows 4""",20
Plumbing,PVC Elbows,"PVC 90° Elbows ½""",2
Plumbing,PVC Elbows,"PVC 90° Elbows ¾""",2
Plumbing,PVC Elbows,"PVC 90° Elbows 1""",4
Plumbing,PVC Elbows,"PVC 90° Elbows 1½""",6
Plumbing,PVC Elbows,"PVC 90° Elbows 2""",7
Plumbing,PVC Elbows,"PVC 90° Elbows 3""",15
Plumbing,PVC Elbows,"PVC 90° Elbows 4""",25
Plumbing,CPVC,"CPVC Unions ½""",20
Plumbing,CPVC,"CPVC Unions ¾""",24
Plumbing,CPVC,"CPVC Male Adapters ½""",3
Plumbing,CPVC,"CPVC Male Adapters ¾""",4
Plumbing,Male & Females,"CPVC Female Adapters ½""",6
Plumbing,Male & Females,"CPVC Female Adapters ¾""",10
Plumbing,Tees,"CPVC Tees ½""",3
Plumbing,Tees,"CPVC Tees ¾""",4
Plumbing,Collars,"CPVC Collars ½""",3
Plumbing,Collars,"CPVC Collars ¾""",4
Plumbing,PVC Elbows,"CPVC 90° Degree Elbows ½""",3
Plumbing,PVC Elbows,"CPVC 90° Degree Elbows ¾""",4
Lighting,Bulbs,Radiant Lighting Coloured Energy Saving Parabolic Lamp 25W Green,99
Lighting,Bulbs,Radiant Lighting Coloured Energy Saving Parabolic Lamp 25W Yellow,99
Lighting,Bulbs,Radiant Lighting Coloured Energy Saving Parabolic Lamp 25W Red,99
Lighting,Bulbs,Agos LED 40W Bulb,100.00
Lighting,Bulbs,Radiant Lite LED 120v Bulb 60W,26
Lighting,Bulbs,Radiant Lite Motion Sensor LED Bulb,68.00
Lighting,Bulbs,Radiant Lite Dusk To Dawn LED Bulb,62.00
Steel,Reinforcing Bar,⅝” Corrugated High Tension Steel Corrugated,70
Steel,Reinforcing Bar,⅝” Corrugated High Tension Steel Smooth,90
Steel,Reinforcing Bar,½” Corrugated High Tension Steel Corrugated,40
Steel,Reinforcing Bar,½” Corrugated High Tension Steel Smooth,52
Steel,Reinforcing Bar,⅜” Corrugated High Tension Steel Corrugated,32
Steel,Reinforcing Bar,⅜” Corrugated High Tension Steel Smooth,37
Lumber,,1″x8″ Weather Board 10' Dressed,120
Lumber,,1″x8″ Weather Board 12' Dressed,144
Welding & Fabrication,Welding Rods,Lincoln Electric Welding Rods 10g E6013,245.00
Lighting,,Electronic Ballast 4',95
Lighting,,Electronic Ballast 8',130
Lighting,Receptacles / Sockets,Two Pin Bulb Adapter Socket,8.00
Lighting,Receptacles / Sockets,Dual Pull Chain Socket,12.00
Lighting,Receptacles / Sockets,Clip On Socket with Hook,10.00
Lighting,Receptacles / Sockets,Keyless Socket,8.00
Lighting,Receptacles / Sockets,Pull Chain Socket,20.00
Lighting,Receptacles / Sockets,Back Plate Socket Black,10
Lighting,Receptacles / Sockets,Back Plate Socket White,10
Electrical,Breakers,15A Single Pole Full Size Breaker,40.00
Electrical,Breakers,20A Double Pole Half Size Breaker,110.00
Electrical,Breakers,20A Single Pole Full Size Breaker,45.00
Electrical,Breakers,20A Double Pole Full Size Breaker,85.00
Electrical,Breakers,50A Double Pole Full Size Breaker,125.00
Electrical,Breakers,30A Single Pole Full Size Breaker,45.00
Electrical,Breakers,30A Single Pole Half Size Breaker,45.00
Electrical,Breakers,50A Double Pole Half Size Breaker,120.00
Electrical,Breakers,60A Double Pole Full Size Breaker,125.00
Electrical,Breakers,70A Double Pole Full Size Breaker,160.00
